txn_id,user_id,timestamp,txn_amount,category,transaction_hour,is_weekend,hour_sin,hour_cos,txn_count_today,daily_total_spent,remaining_daily_capacity,txn_count_prev_7d,avg_spend_last_7days,spending_velocity_ratio,income_tier,user_tenure_days,is_new_user,pressure_score,monthly_savings_so_far,user_savings_streak,days_since_last_txn,clean_number_tier,rounded_amount,roundup_amount
TXN_00004799,USR_0117,2024-09-29 06:02:42,520,food_delivery,6,1,1.0,0.0,1,0.0,600.0,2,535.0,0.972,Low,236,0,0.0339,343,0,7,3,550,30
TXN_00004801,USR_0117,2024-09-29 09:31:09,637,food_delivery,9,1,0.7071,-0.7071,3,733.0,-133.0,2,535.0,1.1907,Low,236,0,0.95,410,0,0,3,700,63
TXN_00004800,USR_0117,2024-09-29 09:45:07,213,ride_sharing,9,1,0.7071,-0.7071,2,520.0,80.0,2,535.0,0.3981,Low,236,0,0.95,373,0,0,3,250,37
TXN_00004802,USR_0117,2024-09-29 20:56:23,476,ride_sharing,20,1,-0.866,0.5,4,1370.0,-770.0,2,535.0,0.8897,Low,236,0,0.95,473,0,0,3,500,24
TXN_00004803,USR_0117,2024-09-30 08:41:10,685,ride_sharing,8,0,0.866,-0.5,1,0.0,600.0,4,461.5,1.4843,Low,237,0,0.0276,497,5,1,3,750,65
TXN_00004804,USR_0117,2024-09-30 12:40:04,289,food_delivery,12,0,0.0,-1.0,2,685.0,-85.0,4,461.5,0.6262,Low,237,0,0.95,562,0,0,3,350,61
TXN_00004805,USR_0117,2024-09-30 18:19:29,612,shopping,18,0,-1.0,-0.0,3,974.0,-374.0,4,461.5,1.3261,Low,237,0,0.95,623,0,0,3,650,38
TXN_00004806,USR_0117,2024-09-30 21:16:25,685,ride_sharing,21,0,-0.7071,0.7071,4,1586.0,-986.0,4,461.5,1.4843,Low,237,0,0.95,661,0,0,3,750,65
TXN_00004808,USR_0117,2024-10-01 10:17:00,485,food_delivery,10,0,0.5,-0.866,2,541.0,59.0,8,514.62,0.9424,Low,238,0,0.95,59,0,0,3,550,65
TXN_00004807,USR_0117,2024-10-01 10:54:26,541,shopping,10,0,0.5,-0.866,1,0.0,600.0,8,514.62,1.0513,Low,238,0,0.005,0,6,1,3,600,59
TXN_00004809,USR_0117,2024-10-07 03:22:53,715,ride_sharing,3,0,0.7071,0.7071,1,0.0,600.0,6,549.5,1.3012,Low,244,0,0.0082,124,0,6,3,750,35
TXN_00004810,USR_0117,2024-10-07 18:03:36,478,shopping,18,0,-1.0,-0.0,2,715.0,-115.0,6,549.5,0.8699,Low,244,0,0.95,159,0,0,3,500,22
TXN_00004811,USR_0117,2024-10-07 19:37:12,234,ride_sharing,19,0,-0.9659,0.2588,3,1193.0,-593.0,6,549.5,0.4258,Low,244,0,0.95,181,0,0,3,300,66
TXN_00004812,USR_0117,2024-10-15 11:53:52,525,shopping,11,0,0.2588,-0.9659,1,0.0,600.0,0,450.0,1.1667,Low,252,0,0.0244,247,0,8,3,550,25
TXN_00004813,USR_0117,2024-10-15 18:43:14,249,shopping,18,0,-1.0,-0.0,2,525.0,75.0,0,450.0,0.5533,Low,252,0,0.95,272,0,0,3,300,51
TXN_00004814,USR_0117,2024-10-15 19:33:27,410,ecommerce,19,0,-0.9659,0.2588,3,774.0,-174.0,0,450.0,0.9111,Low,252,0,0.95,323,0,0,3,450,40
TXN_00004815,USR_0117,2024-10-15 22:17:23,312,shopping,22,0,-0.5,0.866,4,1184.0,-584.0,0,450.0,0.6933,Low,252,0,0.95,363,0,0,3,350,38
TXN_00004816,USR_0117,2024-11-02 20:21:33,496,ecommerce,20,1,-0.866,0.5,1,0.0,600.0,0,450.0,1.1022,Low,270,0,0.0359,0,0,18,3,550,54
TXN_00004817,USR_0117,2024-11-05 13:10:16,583,shopping,13,0,-0.2588,-0.9659,1,0.0,600.0,1,496.0,1.1754,Low,273,0,0.022,54,0,3,3,650,67
TXN_00004818,USR_0117,2024-11-15 07:21:43,169,shopping,7,0,0.9659,-0.2588,1,0.0,600.0,0,450.0,0.3756,Low,283,0,0.0259,121,0,10,3,200,31
TXN_00004819,USR_0117,2024-11-15 16:31:10,689,shopping,16,0,-0.866,-0.5,2,169.0,431.0,0,450.0,1.5311,Low,283,0,0.4095,152,0,0,3,750,61
TXN_00004820,USR_0118,2024-09-22 11:16:25,252,ecommerce,11,1,0.2588,-0.9659,1,0.0,600.0,0,450.0,0.56,Low,160,0,0.0133,0,0,0,3,300,48
TXN_00004821,USR_0118,2024-09-22 17:07:54,526,ride_sharing,17,1,-0.9659,-0.2588,2,252.0,348.0,0,450.0,1.1689,Low,160,0,0.5452,48,0,0,3,550,24
TXN_00004822,USR_0118,2024-09-23 02:53:02,761,food_delivery,2,0,0.5,0.866,1,0.0,600.0,2,389.0,1.9563,Low,161,0,0.0094,72,1,1,3,800,39
TXN_00004823,USR_0118,2024-09-23 13:59:31,394,food_delivery,13,0,-0.2588,-0.9659,2,761.0,-161.0,2,389.0,1.0129,Low,161,0,0.95,111,0,0,3,450,56
TXN_00004824,USR_0118,2024-09-23 19:34:00,733,ride_sharing,19,0,-0.9659,0.2588,3,1155.0,-555.0,2,389.0,1.8843,Low,161,0,0.95,167,0,0,3,800,67
TXN_00004825,USR_0118,2024-09-25 09:56:25,494,shopping,9,0,0.7071,-0.7071,1,0.0,600.0,5,533.2,0.9265,Low,163,0,0.0244,234,0,2,3,550,56
TXN_00004826,USR_0118,2024-09-25 21:06:33,226,food_delivery,21,0,-0.7071,0.7071,2,494.0,106.0,5,533.2,0.4239,Low,163,0,0.9208,290,0,0,3,250,24
TXN_00004827,USR_0118,2024-10-14 12:14:43,342,food_delivery,12,0,0.0,-1.0,1,0.0,600.0,0,450.0,0.76,Low,182,0,0.0126,0,0,19,3,400,58
TXN_00004828,USR_0118,2024-10-14 15:59:10,427,shopping,15,0,-0.7071,-0.7071,2,342.0,258.0,0,450.0,0.9489,Low,182,0,0.6647,58,0,0,3,450,23
TXN_00004829,USR_0118,2024-10-25 07:01:30,284,ecommerce,7,0,0.9659,-0.2588,1,0.0,600.0,0,450.0,0.6311,Low,193,0,0.0265,81,0,11,3,350,66
TXN_00004830,USR_0118,2024-10-25 08:22:10,197,food_delivery,8,0,0.866,-0.5,2,284.0,316.0,0,450.0,0.4378,Low,193,0,0.6017,147,0,0,3,250,53
TXN_00004831,USR_0118,2024-10-25 10:41:41,364,shopping,10,0,0.5,-0.866,3,481.0,119.0,0,450.0,0.8089,Low,193,0,0.95,200,0,0,3,400,36
TXN_00004832,USR_0118,2024-10-25 11:37:28,538,food_delivery,11,0,0.2588,-0.9659,4,845.0,-245.0,0,450.0,1.1956,Low,193,0,0.95,236,0,0,3,600,62
TXN_00004833,USR_0118,2024-10-30 08:32:17,610,ecommerce,8,0,0.866,-0.5,1,0.0,600.0,4,345.75,1.7643,Low,198,0,0.0191,298,0,5,3,650,40
TXN_00004834,USR_0118,2024-10-30 13:03:58,677,shopping,13,0,-0.2588,-0.9659,2,610.0,-10.0,4,345.75,1.9581,Low,198,0,0.95,338,0,0,3,700,23
TXN_00004835,USR_0118,2024-11-02 13:27:15,543,food_delivery,13,1,-0.2588,-0.9659,1,0.0,600.0,2,643.5,0.8438,Low,201,0,0.0382,0,0,3,3,600,57
TXN_00004836,USR_0118,2024-11-02 16:35:09,181,shopping,16,1,-0.866,-0.5,2,543.0,57.0,2,643.5,0.2813,Low,201,0,0.95,57,0,0,3,250,69
TXN_00004837,USR_0118,2024-11-09 17:00:58,697,ecommerce,17,1,-0.9659,-0.2588,1,0.0,600.0,2,362.0,1.9254,Low,208,0,0.0198,126,0,7,3,750,53
TXN_00004838,USR_0118,2024-11-09 22:28:30,423,shopping,22,1,-0.5,0.866,2,697.0,-97.0,2,362.0,1.1685,Low,208,0,0.95,179,0,0,3,450,27
TXN_00004839,USR_0118,2024-11-30 14:36:34,587,food_delivery,14,1,-0.5,-0.866,1,0.0,600.0,0,450.0,1.3044,Low,229,0,0.0377,206,0,21,3,650,63
TXN_00004840,USR_0118,2024-11-30 15:51:35,278,food_delivery,15,1,-0.7071,-0.7071,2,587.0,13.0,0,450.0,0.6178,Low,229,0,0.95,269,0,0,3,300,22
TXN_00004842,USR_0118,2024-11-30 18:01:42,397,shopping,18,1,-1.0,-0.0,4,1449.0,-849.0,0,450.0,0.8822,Low,229,0,0.95,357,0,0,3,450,53
TXN_00004841,USR_0118,2024-11-30 18:07:27,584,shopping,18,1,-1.0,-0.0,3,865.0,-265.0,0,450.0,1.2978,Low,229,0,0.95,291,0,0,3,650,66
TXN_00004843,USR_0119,2024-09-03 13:05:44,679,shopping,13,0,-0.2588,-0.9659,1,0.0,600.0,0,450.0,1.5089,Low,114,0,0.0364,0,0,0,3,700,21
TXN_00004844,USR_0119,2024-09-15 01:17:33,252,food_delivery,1,1,0.2588,0.9659,1,0.0,600.0,0,450.0,0.56,Low,126,0,0.0247,21,0,12,3,300,48
TXN_00004845,USR_0119,2024-09-15 05:21:07,317,ecommerce,5,1,0.9659,0.2588,2,252.0,348.0,0,450.0,0.7044,Low,126,0,0.5103,69,0,0,3,350,33
TXN_00004846,USR_0119,2024-09-15 12:38:26,497,ecommerce,12,1,0.0,-1.0,3,569.0,31.0,0,450.0,1.1044,Low,126,0,0.95,102,0,0,3,550,53
TXN_00004847,USR_0119,2024-09-15 15:13:07,324,shopping,15,1,-0.7071,-0.7071,4,1066.0,-466.0,0,450.0,0.72,Low,126,0,0.95,155,0,0,3,350,26
TXN_00004848,USR_0119,2024-09-22 07:24:36,483,shopping,7,1,0.9659,-0.2588,1,0.0,600.0,4,347.5,1.3899,Low,133,0,0.001,181,0,7,3,550,67
TXN_00004849,USR_0119,2024-09-22 07:34:10,686,ride_sharing,7,1,0.9659,-0.2588,2,483.0,117.0,4,347.5,1.9741,Low,133,0,0.9104,248,0,0,3,750,64
TXN_00004850,USR_0119,2024-09-22 11:34:21,333,ecommerce,11,1,0.2588,-0.9659,3,1169.0,-569.0,4,347.5,0.9583,Low,133,0,0.95,312,0,0,3,400,67
TXN_00004851,USR_0119,2024-09-22 12:16:43,598,ride_sharing,12,1,0.0,-1.0,4,1502.0,-902.0,4,347.5,1.7209,Low,133,0,0.95,379,0,0,3,650,52
TXN_00004852,USR_0119,2024-09-28 07:54:01,337,ecommerce,7,1,0.9659,-0.2588,1,0.0,600.0,4,525.0,0.6419,Low,139,0,0.0103,431,0,6,3,400,63
TXN_00004853,USR_0119,2024-09-28 11:37:09,785,ecommerce,11,1,0.2588,-0.9659,2,337.0,263.0,4,525.0,1.4952,Low,139,0,0.686,494,0,0,3,850,65
TXN_00004854,USR_0119,2024-09-28 15:50:15,636,ride_sharing,15,1,-0.7071,-0.7071,3,1122.0,-522.0,4,525.0,1.2114,Low,139,0,0.95,559,0,0,3,700,64
TXN_00004855,USR_0119,2024-10-01 14:46:42,517,ecommerce,14,0,-0.5,-0.866,1,0.0,600.0,3,586.0,0.8823,Low,142,0,0.0317,0,0,3,3,550,33
TXN_00004856,USR_0119,2024-10-01 14:58:26,446,food_delivery,14,0,-0.5,-0.866,2,517.0,83.0,3,586.0,0.7611,Low,142,0,0.95,33,0,0,3,500,54
TXN_00004857,USR_0119,2024-10-01 17:27:43,789,ride_sharing,17,0,-0.9659,-0.2588,3,963.0,-363.0,3,586.0,1.3464,Low,142,0,0.95,87,0,0,3,850,61
TXN_00004858,USR_0119,2024-10-12 00:49:54,304,ride_sharing,0,1,0.0,1.0,1,0.0,600.0,0,450.0,0.6756,Low,153,0,0.0098,148,0,11,3,350,46
TXN_00004859,USR_0119,2024-10-12 13:46:56,716,food_delivery,13,1,-0.2588,-0.9659,2,304.0,296.0,0,450.0,1.5911,Low,153,0,0.621,194,0,0,3,750,34
TXN_00004860,USR_0119,2024-10-13 13:39:33,353,ecommerce,13,1,-0.2588,-0.9659,1,0.0,600.0,2,510.0,0.6922,Low,154,0,0.0133,228,5,1,3,400,47
TXN_00004861,USR_0119,2024-10-13 19:39:42,506,ride_sharing,19,1,-0.9659,0.2588,2,353.0,247.0,2,510.0,0.9922,Low,154,0,0.688,275,0,0,3,550,44
TXN_00004863,USR_0119,2024-10-15 18:09:16,116,ecommerce,18,0,-1.0,-0.0,2,361.0,239.0,4,469.75,0.2469,Low,156,0,0.7266,358,0,0,3,150,34
TXN_00004862,USR_0119,2024-10-15 18:16:03,361,food_delivery,18,0,-1.0,-0.0,1,0.0,600.0,4,469.75,0.7685,Low,156,0,0.0223,319,0,2,3,400,39
TXN_00004864,USR_0119,2024-10-28 04:00:07,269,ecommerce,4,0,0.866,0.5,1,0.0,600.0,0,450.0,0.5978,Low,169,0,0.0158,392,0,13,3,300,31
TXN_00004865,USR_0119,2024-10-28 15:30:22,283,ecommerce,15,0,-0.7071,-0.7071,2,269.0,331.0,0,450.0,0.6289,Low,169,0,0.5482,423,0,0,3,350,67
TXN_00004866,USR_0119,2024-11-03 05:49:45,604,ride_sharing,5,1,0.9659,0.2588,1,0.0,600.0,2,276.0,2.1884,Low,175,0,0.0053,0,0,6,3,650,46
TXN_00004867,USR_0119,2024-11-03 10:44:43,311,ride_sharing,10,1,0.5,-0.866,2,604.0,-4.0,2,276.0,1.1268,Low,175,0,0.95,46,0,0,3,350,39
TXN_00004868,USR_0119,2024-11-03 12:16:52,472,shopping,12,1,0.0,-1.0,3,915.0,-315.0,2,276.0,1.7101,Low,175,0,0.95,85,0,0,3,500,28
TXN_00004869,USR_0119,2024-11-03 13:10:32,777,food_delivery,13,1,-0.2588,-0.9659,4,1387.0,-787.0,2,276.0,2.8152,Low,175,0,0.95,113,0,0,3,800,23
TXN_00004870,USR_0119,2024-11-04 06:40:22,388,ride_sharing,6,0,1.0,0.0,1,0.0,600.0,6,452.67,0.8571,Low,176,0,0.0073,136,5,1,3,450,62
TXN_00004871,USR_0119,2024-11-04 09:30:05,698,ride_sharing,9,0,0.7071,-0.7071,2,388.0,212.0,6,452.67,1.542,Low,176,0,0.7468,198,0,0,3,750,52
TXN_00004872,USR_0119,2024-11-04 17:36:07,723,shopping,17,0,-0.9659,-0.2588,3,1086.0,-486.0,6,452.67,1.5972,Low,176,0,0.95,250,0,0,3,750,27
TXN_00004873,USR_0119,2024-11-04 21:01:20,635,food_delivery,21,0,-0.7071,0.7071,4,1809.0,-1209.0,6,452.67,1.4028,Low,176,0,0.95,277,0,0,3,700,65
TXN_00004874,USR_0119,2024-11-11 07:36:35,670,food_delivery,7,0,0.9659,-0.2588,1,0.0,600.0,4,611.0,1.0966,Low,183,0,0.0193,342,0,7,3,700,30
TXN_00004875,USR_0119,2024-11-21 09:26:44,238,ecommerce,9,0,0.7071,-0.7071,1,0.0,600.0,0,450.0,0.5289,Low,193,0,0.0016,372,0,10,3,300,62
TXN_00004876,USR_0119,2024-11-21 15:16:15,254,food_delivery,15,0,-0.7071,-0.7071,2,238.0,362.0,0,450.0,0.5644,Low,193,0,0.5082,434,0,0,3,300,46
TXN_00004877,USR_0119,2024-11-21 16:44:34,305,ecommerce,16,0,-0.866,-0.5,3,492.0,108.0,0,450.0,0.6778,Low,193,0,0.95,480,0,0,3,350,45
TXN_00004878,USR_0119,2024-11-21 23:42:54,616,ecommerce,23,0,-0.2588,0.9659,4,797.0,-197.0,0,450.0,1.3689,Low,193,0,0.95,525,0,0,3,650,34
TXN_00004879,USR_0119,2024-11-26 19:11:02,186,ride_sharing,19,0,-0.9659,0.2588,1,0.0,600.0,4,353.25,0.5265,Low,198,0,0.0083,559,0,5,3,250,64
TXN_00004880,USR_0119,2024-11-30 13:38:02,520,ride_sharing,13,1,-0.2588,-0.9659,1,0.0,600.0,1,186.0,2.7957,Low,202,0,0.0333,623,0,4,3,550,30
TXN_00004881,USR_0119,2024-11-30 20:29:34,348,ride_sharing,20,1,-0.866,0.5,2,520.0,80.0,1,186.0,1.871,Low,202,0,0.95,653,0,0,3,400,52
TXN_00004882,USR_0119,2024-11-30 21:02:23,190,ecommerce,21,1,-0.7071,0.7071,3,868.0,-268.0,1,186.0,1.0215,Low,202,0,0.95,705,0,0,3,250,60
TXN_00004883,USR_0119,2024-11-30 23:10:11,557,food_delivery,23,1,-0.2588,0.9659,4,1058.0,-458.0,1,186.0,2.9946,Low,202,0,0.95,765,0,0,3,600,43
TXN_00004884,USR_0120,2024-09-06 07:00:32,320,ecommerce,7,0,0.9659,-0.2588,1,0.0,600.0,0,450.0,0.7111,Low,29,1,0.0218,0,0,0,3,350,30
TXN_00004885,USR_0120,2024-09-06 22:17:21,160,shopping,22,0,-0.5,0.866,2,320.0,280.0,0,450.0,0.3556,Low,29,1,0.6514,30,0,0,3,200,40
TXN_00004886,USR_0120,2024-09-13 09:21:05,452,food_delivery,9,0,0.7071,-0.7071,1,0.0,600.0,2,240.0,1.8833,Low,36,0,0.0193,70,0,7,3,500,48
TXN_00004887,USR_0120,2024-09-13 12:50:44,185,ride_sharing,12,0,0.0,-1.0,2,452.0,148.0,2,240.0,0.7708,Low,36,0,0.8605,118,0,0,3,250,65
TXN_00004888,USR_0120,2024-09-13 15:33:13,722,ecommerce,15,0,-0.7071,-0.7071,3,637.0,-37.0,2,240.0,3.0083,Low,36,0,0.95,183,0,0,3,750,28
TXN_00004889,USR_0120,2024-09-13 20:33:30,146,shopping,20,0,-0.866,0.5,4,1359.0,-759.0,2,240.0,0.6083,Low,36,0,0.95,211,0,0,3,200,54
TXN_00004890,USR_0120,2024-09-23 10:50:11,716,ecommerce,10,0,0.5,-0.866,1,0.0,600.0,0,450.0,1.5911,Low,46,0,0.0215,265,0,10,3,750,34
TXN_00004891,USR_0120,2024-09-23 16:33:42,541,food_delivery,16,0,-0.866,-0.5,2,716.0,-116.0,0,450.0,1.2022,Low,46,0,0.95,299,0,0,3,600,59
TXN_00004892,USR_0120,2024-09-23 17:01:40,474,ecommerce,17,0,-0.9659,-0.2588,3,1257.0,-657.0,0,450.0,1.0533,Low,46,0,0.95,358,0,0,3,500,26
TXN_00004893,USR_0120,2024-09-23 21:20:16,355,food_delivery,21,0,-0.7071,0.7071,4,1731.0,-1131.0,0,450.0,0.7889,Low,46,0,0.95,384,0,0,3,400,45
TXN_00004894,USR_0120,2024-10-03 17:26:51,172,ecommerce,17,0,-0.9659,-0.2588,1,0.0,600.0,0,450.0,0.3822,Low,56,0,0.0027,0,0,10,3,200,28
TXN_00004895,USR_0120,2024-10-04 09:02:24,381,ecommerce,9,0,0.7071,-0.7071,1,0.0,600.0,1,172.0,2.2151,Low,57,0,0.0386,28,4,1,3,450,69
TXN_00004896,USR_0120,2024-10-04 11:00:13,343,food_delivery,11,0,0.2588,-0.9659,2,381.0,219.0,1,172.0,1.9942,Low,57,0,0.7598,97,0,0,3,400,57
TXN_00004897,USR_0120,2024-10-04 11:13:32,266,ride_sharing,11,0,0.2588,-0.9659,3,724.0,-124.0,1,172.0,1.5465,Low,57,0,0.95,154,0,0,3,300,34
TXN_00004898,USR_0120,2024-10-04 13:58:33,330,ecommerce,13,0,-0.2588,-0.9659,4,990.0,-390.0,1,172.0,1.9186,Low,57,0,0.95,188,0,0,3,350,20
TXN_00004899,USR_0120,2024-10-05 07:36:43,452,shopping,7,1,0.9659,-0.2588,1,0.0,600.0,5,298.4,1.5147,Low,58,0,0.0145,208,5,1,3,500,48
TXN_00004900,USR_0120,2024-10-05 12:50:46,217,ecommerce,12,1,0.0,-1.0,2,452.0,148.0,5,298.4,0.7272,Low,58,0,0.8766,256,0,0,3,250,33
TXN_00004901,USR_0120,2024-10-05 15:10:45,433,food_delivery,15,1,-0.7071,-0.7071,3,669.0,-69.0,5,298.4,1.4511,Low,58,0,0.95,289,0,0,3,500,67
TXN_00004902,USR_0120,2024-10-05 18:42:46,693,shopping,18,1,-1.0,-0.0,4,1102.0,-502.0,5,298.4,2.3224,Low,58,0,0.95,356,0,0,3,750,57
TXN_00004903,USR_0120,2024-10-06 18:46:40,516,shopping,18,1,-1.0,-0.0,1,0.0,600.0,9,365.22,1.4128,Low,59,0,0.0388,413,6,1,3,550,34
TXN_00004904,USR_0120,2024-10-10 07:34:17,265,ride_sharing,7,0,0.9659,-0.2588,1,0.0,600.0,10,380.3,0.6968,Low,63,0,0.0341,447,0,4,3,300,35
TXN_00004905,USR_0120,2024-10-10 14:42:43,229,food_delivery,14,0,-0.5,-0.866,2,265.0,335.0,10,380.3,0.6022,Low,63,0,0.5588,482,0,0,3,250,21
TXN_00004906,USR_0120,2024-10-10 17:09:39,784,ecommerce,17,0,-0.9659,-0.2588,3,494.0,106.0,10,380.3,2.0615,Low,63,0,0.95,503,0,0,3,850,66
TXN_00004907,USR_0120,2024-10-10 20:30:49,728,shopping,20,0,-0.866,0.5,4,1278.0,-678.0,10,380.3,1.9143,Low,63,0,0.95,569,0,0,3,750,22
TXN_00004908,USR_0120,2024-10-12 08:54:02,317,food_delivery,8,1,0.866,-0.5,1,0.0,600.0,9,479.67,0.6609,Low,65,0,0.0188,591,0,2,3,350,33
TXN_00004910,USR_0120,2024-10-12 18:13:53,727,food_delivery,18,1,-1.0,-0.0,3,972.0,-372.0,9,479.67,1.5156,Low,65,0,0.95,669,0,0,3,750,23
TXN_00004909,USR_0120,2024-10-12 18:53:02,655,food_delivery,18,1,-1.0,-0.0,2,317.0,283.0,9,479.67,1.3655,Low,65,0,0.6227,624,0,0,3,700,45
TXN_00004911,USR_0120,2024-10-12 20:03:23,479,ride_sharing,20,1,-0.866,0.5,4,1699.0,-1099.0,9,479.67,0.9986,Low,65,0,0.95,692,0,0,3,500,21
TXN_00004912,USR_0120,2024-10-18 07:06:05,711,shopping,7,0,0.9659,-0.2588,1,0.0,600.0,4,544.5,1.3058,Low,71,0,0.0033,713,0,6,3,750,39
TXN_00004913,USR_0120,2024-10-18 14:40:42,594,shopping,14,0,-0.5,-0.866,2,711.0,-111.0,4,544.5,1.0909,Low,71,0,0.95,752,0,0,3,650,56
TXN_00004914,USR_0120,2024-11-05 18:11:01,405,shopping,18,0,-1.0,-0.0,1,0.0,600.0,0,450.0,0.9,Low,89,0,0.0336,0,0,18,3,450,45
TXN_00004916,USR_0120,2024-11-07 08:42:40,299,ride_sharing,8,0,0.866,-0.5,2,426.0,174.0,1,405.0,0.7383,Low,91,0,0.8329,69,0,0,3,350,51
TXN_00004915,USR_0120,2024-11-07 08:49:55,426,food_delivery,8,0,0.866,-0.5,1,0.0,600.0,1,405.0,1.0519,Low,91,0,0.0047,45,0,2,3,450,24
TXN_00004917,USR_0120,2024-11-14 13:06:31,611,food_delivery,13,0,-0.2588,-0.9659,1,0.0,600.0,2,362.5,1.6855,Low,98,0,0.005,120,0,7,3,650,39
TXN_00004918,USR_0120,2024-11-14 17:08:11,477,food_delivery,17,0,-0.9659,-0.2588,2,611.0,-11.0,2,362.5,1.3159,Low,98,0,0.95,159,0,0,3,500,23
TXN_00004919,USR_0120,2024-11-14 22:05:15,609,shopping,22,0,-0.5,0.866,3,1088.0,-488.0,2,362.5,1.68,Low,98,0,0.95,182,0,0,3,650,41
TXN_00004920,USR_0120,2024-11-15 06:51:25,736,shopping,6,0,1.0,0.0,1,0.0,600.0,3,565.67,1.3011,Low,99,0,0.0171,223,4,1,3,800,64
TXN_00004921,USR_0120,2024-11-15 10:31:03,754,ecommerce,10,0,0.5,-0.866,2,736.0,-136.0,3,565.67,1.3329,Low,99,0,0.95,287,0,0,3,800,46
TXN_00004922,USR_0120,2024-11-16 09:37:00,105,food_delivery,9,1,0.7071,-0.7071,1,0.0,600.0,5,637.4,0.1647,Low,100,0,0.0204,333,5,1,3,150,45
TXN_00004923,USR_0120,2024-11-16 16:12:57,490,food_delivery,16,1,-0.866,-0.5,2,105.0,495.0,5,637.4,0.7687,Low,100,0,0.2701,378,0,0,3,550,60
TXN_00004924,USR_0120,2024-11-16 18:29:57,377,shopping,18,1,-1.0,-0.0,3,595.0,5.0,5,637.4,0.5915,Low,100,0,0.95,438,0,0,3,400,23
TXN_00004925,USR_0120,2024-11-23 18:31:36,785,food_delivery,18,1,-1.0,-0.0,1,0.0,600.0,3,324.0,2.4228,Low,107,0,0.0139,461,0,7,3,850,65
TXN_00004926,USR_0120,2024-11-30 08:55:15,186,ride_sharing,8,1,0.866,-0.5,1,0.0,600.0,1,785.0,0.2369,Low,114,0,0.0371,526,0,7,3,250,64
TXN_00004927,USR_0120,2024-11-30 16:56:46,497,food_delivery,16,1,-0.866,-0.5,2,186.0,414.0,1,785.0,0.6331,Low,114,0,0.4342,590,0,0,3,550,53
TXN_00004928,USR_0120,2024-11-30 17:15:17,146,ride_sharing,17,1,-0.9659,-0.2588,3,683.0,-83.0,1,785.0,0.186,Low,114,0,0.95,643,0,0,3,200,54
TXN_00004929,USR_0121,2024-09-04 07:50:54,608,food_delivery,7,0,0.9659,-0.2588,1,0.0,600.0,0,450.0,1.3511,Low,109,0,0.0283,0,0,0,3,650,42
TXN_00004930,USR_0121,2024-09-04 11:59:45,381,ride_sharing,11,0,0.2588,-0.9659,2,608.0,-8.0,0,450.0,0.8467,Low,109,0,0.95,42,0,0,3,450,69
TXN_00004931,USR_0121,2024-09-04 13:44:20,769,ride_sharing,13,0,-0.2588,-0.9659,3,989.0,-389.0,0,450.0,1.7089,Low,109,0,0.95,111,0,0,3,800,31
TXN_00004932,USR_0121,2024-09-11 07:39:04,279,ride_sharing,7,0,0.9659,-0.2588,1,0.0,600.0,3,586.0,0.4761,Low,116,0,0.0034,142,0,7,3,300,21
TXN_00004933,USR_0121,2024-09-11 15:19:08,657,ride_sharing,15,0,-0.7071,-0.7071,2,279.0,321.0,3,586.0,1.1212,Low,116,0,0.5703,163,0,0,3,700,43
TXN_00004934,USR_0121,2024-09-11 18:55:03,678,ecommerce,18,0,-1.0,-0.0,3,936.0,-336.0,3,586.0,1.157,Low,116,0,0.95,206,0,0,3,700,22
TXN_00004935,USR_0121,2024-09-11 22:10:33,634,ecommerce,22,0,-0.5,0.866,4,1614.0,-1014.0,3,586.0,1.0819,Low,116,0,0.95,228,0,0,3,700,66
TXN_00004936,USR_0121,2024-09-19 08:45:43,319,ecommerce,8,0,0.866,-0.5,1,0.0,600.0,0,450.0,0.7089,Low,124,0,0.0087,294,0,8,3,350,31
TXN_00004937,USR_0121,2024-09-19 10:01:29,350,shopping,10,0,0.5,-0.866,2,319.0,281.0,0,450.0,0.7778,Low,124,0,0.6522,325,0,0,3,400,50
TXN_00004938,USR_0121,2024-09-19 14:32:03,373,ride_sharing,14,0,-0.5,-0.866,3,669.0,-69.0,0,450.0,0.8289,Low,124,0,0.95,375,0,0,3,400,27
TXN_00004939,USR_0121,2024-09-26 07:32:39,374,shopping,7,0,0.9659,-0.2588,1,0.0,600.0,3,347.33,1.0768,Low,131,0,0.0032,402,0,7,3,400,26
TXN_00004940,USR_0121,2024-09-26 09:31:51,467,ride_sharing,9,0,0.7071,-0.7071,2,374.0,226.0,3,347.33,1.3445,Low,131,0,0.7262,428,0,0,3,500,33
TXN_00004941,USR_0121,2024-09-26 11:19:49,650,ride_sharing,11,0,0.2588,-0.9659,3,841.0,-241.0,3,347.33,1.8714,Low,131,0,0.95,461,0,0,3,700,50
TXN_00004942,USR_0121,2024-09-26 11:21:56,173,shopping,11,0,0.2588,-0.9659,4,1491.0,-891.0,3,347.33,0.4981,Low,131,0,0.95,511,0,0,3,200,27
TXN_00004943,USR_0121,2024-09-27 11:34:09,692,ride_sharing,11,0,0.2588,-0.9659,1,0.0,600.0,4,416.0,1.6635,Low,132,0,0.0077,538,4,1,3,750,58
TXN_00004944,USR_0121,2024-09-27 20:37:12,276,shopping,20,0,-0.866,0.5,2,692.0,-92.0,4,416.0,0.6635,Low,132,0,0.95,596,0,0,3,300,24
